,영화명,감독,배급사,개봉일,영화형태,국적,전국스크린수,전국 매출액,전국 관객수,장르,등급,영화구분,연도,월,계절
4008,이 안에 외계인이 있다,최은종,(주)스톰픽쳐스코리아,2021-02-03,장편,한국,121,27123130,3069,코미디,12세관람가,독립/예술영화,2021,2,겨울
4009,철의 심장을 가진 남자,세드릭 히메네즈,아이 엠,2018-11-08,장편,미국,51,22631450,3051,액션,15세관람가,독립/예술영화,2018,11,가을
4010,브라더,신근호,(주)박수엔터테인먼트,2021-10-07,장편,한국,131,25349450,3049,범죄,15세관람가,일반영화,2021,10,가을
4011,리벤져,이승원,(주)리틀빅픽쳐스,2018-12-06,장편,한국,57,22088100,3028,액션,15세관람가,일반영화,2018,12,겨울
4012,4월은 너의 거짓말,신조 타케히코,(주)팝엔터테인먼트,2022-04-20,장편,일본,109,30639200,3025,멜로/로맨스,전체관람가,일반영화,2022,4,봄
4013,샷 콜러,릭 로먼 워,(주)스톰픽쳐스코리아,2018-05-04,장편,미국,59,20491100,3021,범죄,청소년관람불가,독립/예술영화,2018,5,봄
4014,완벽한 축사를 준비하는 방법,로랑 티라르,판씨네마(주),2022-05-19,장편,프랑스,51,28249000,3019,코미디,15세관람가,독립/예술영화,2022,5,봄
4015,태양의 소녀들,에바 허슨,(주)이수C&E,2020-10-22,장편,프랑스,103,25580970,2971,드라마,15세관람가,독립/예술영화,2020,10,가을
4016,나인스 라이프,알렉산더 아야,(주)라이크콘텐츠,2017-09-07,장편,영국,74,22545500,2964,미스터리,15세관람가,일반영화,2017,9,가을
4017,공수도,채여준,(주)그노스,2020-04-09,장편,한국,79,25089500,2950,액션,15세관람가,일반영화,2020,4,봄
4018,패닉 런,필립 노이스,주식회사 원더스튜디오,2023-01-04,장편,미국,53,29707495,2938,스릴러,12세관람가,독립/예술영화,2023,1,겨울
4019,나와 봄날의 약속,백승빈,(주)키다리이엔티,2018-06-28,장편,한국,86,22032500,2929,미스터리,15세관람가,독립/예술영화,2018,6,여름
4020,더 원 아이 러브,찰리 맥도웰,(주)팝엔터테인먼트,2015-11-05,장편,미국,58,22910500,2910,판타지,15세관람가,독립/예술영화,2015,11,가을
4021,라라의 신비한 모험,리스 오스볼,와이드 릴리즈(주),2021-03-18,장편,기타,165,23773050,2875,애니메이션,전체관람가,독립/예술영화,2021,3,봄
4022,재키 앤 라이언,아미 카난 만,(주)팝엔터테인먼트,2015-11-19,장편,미국,62,22080000,2860,드라마,12세관람가,독립/예술영화,2015,11,가을
4023,레벨 16,기타,(주)디오시네마,2020-12-10,장편,기타,137,25928300,2856,스릴러,15세관람가,독립/예술영화,2020,12,겨울
4024,윤시내가 사라졌다,김진화,(주)블루라벨픽쳐스,2022-06-08,장편,한국,51,26351700,2853,드라마,12세관람가,독립/예술영화,2022,6,여름
4025,썰,황승재,(주)스마일이엔티,2021-06-03,장편,한국,104,24994780,2838,코미디,청소년관람불가,독립/예술영화,2021,6,여름
4026,기동전사 건담 디 오리진Ⅵ: 탄생 붉은 혜성,야스히코 요시카즈,(주)디스테이션,2018-06-13,장편,일본,51,25656500,2821,애니메이션,12세관람가,독립/예술영화,2018,6,여름
4027,바쿠만,오오네 히토시,(주)디스테이션,2016-04-21,장편,일본,73,22348700,2791,드라마,12세관람가,독립/예술영화,2016,4,봄
4028,옹알스,전혜림,(주)리틀빅픽쳐스,2019-05-30,장편,한국,68,22163230,2772,코미디,전체관람가,독립/예술영화,2019,5,봄
4029,쇼콜라,로쉬디 젬,판씨네마(주),2017-03-09,장편,프랑스,52,20408000,2757,드라마,12세관람가,독립/예술영화,2017,3,봄
4030,십계,빌 보이스,(재)CBS,2021-12-02,장편,미국,81,24315040,2752,애니메이션,전체관람가,독립/예술영화,2021,12,겨울
4031,블랙아웃 : 인베이젼 어스,예고르 바라노프,(주)제이앤씨미디어그룹,2020-08-05,장편,기타,51,23281420,2744,SF,15세관람가,일반영화,2020,8,여름
4032,리암 갤러거,게빈 피츠제럴드,(주)디스테이션,2020-03-12,장편,영국,54,27115800,2743,다큐멘터리,15세관람가,독립/예술영화,2020,3,봄
4033,산타 앤 컴퍼니,알랭 샤바,(주)디스테이션,2019-12-12,장편,프랑스,57,21524900,2735,판타지,전체관람가,독립/예술영화,2019,12,겨울
4034,도미노,브라이언 드 팔마,(주)영화사 빅,2020-06-11,장편,기타,113,24285360,2730,범죄,15세관람가,독립/예술영화,2020,6,여름
4035,괴물들,김백준,(주)리틀빅픽쳐스,2018-03-08,장편,한국,56,22584500,2725,드라마,청소년관람불가,독립/예술영화,2018,3,봄
4036,상견니 대만판 13화,황천인,오드,2021-09-08,장편,기타,88,19520550,2724,드라마,12세관람가,일반영화,2021,9,가을
4037,리틀 뱀파이어,조안 스파,(주)디스테이션,2021-12-29,장편,프랑스,116,22761560,2698,애니메이션,전체관람가,일반영화,2021,12,겨울
4038,사랑이 눈뜰 때,마이클 메일러,(주)이놀미디어,2020-08-26,장편,미국,92,20322070,2695,드라마,12세관람가,독립/예술영화,2020,8,여름
4039,트웬티 해커,한현석,(주)도어이앤엠,2021-03-24,장편,한국,74,15435500,2691,액션,15세관람가,일반영화,2021,3,봄
4040,속물들,신아가,(주)삼백상회,2019-12-12,장편,한국,95,20122240,2686,드라마,15세관람가,독립/예술영화,2019,12,겨울
4041,더 요트,기타,(주)블루라벨픽쳐스,2022-10-20,장편,미국,53,19273895,2660,스릴러,15세관람가,일반영화,2022,10,가을
4042,광주비디오: 사라진 4시간,이조훈,(주)인디플러그,2020-07-16,장편,한국,70,19897980,2623,다큐멘터리,12세관람가,독립/예술영화,2020,7,여름
4043,나이트 레이더스,다니스 고렛,(주)하이스트레인저,2022-03-03,장편,기타,72,22237600,2607,스릴러,15세관람가,독립/예술영화,2022,3,봄
4044,고양이와 할아버지,미츠아키 이와고,(주)디스테이션,2020-04-23,장편,일본,71,21749340,2577,드라마,전체관람가,독립/예술영화,2020,4,봄
4045,마법안개의 비밀: 황금 보물선을 찾아라,카스파 앤시스,와이드 릴리즈(주),2019-11-14,장편,기타,85,18025960,2564,애니메이션,전체관람가,일반영화,2019,11,가을
4046,악몽,송정우,(주)스톰픽쳐스코리아,2020-03-12,장편,한국,165,21953720,2553,미스터리,청소년관람불가,독립/예술영화,2020,3,봄
4047,프리키 데스데이 순한맛,크리스토퍼 랜던,유니버설픽쳐스인터내셔널 코리아(유),2020-12-10,장편,미국,159,23273230,2541,코미디,15세관람가,일반영화,2020,12,겨울
4048,꺼져버려 종양군,한연,(주)영화사 빅,2016-05-12,장편,중국,73,20091000,2519,드라마,12세관람가,독립/예술영화,2016,5,봄
4049,옥스포드 살인사건,알렉스 드 라 이글레시아,(주)팝엔터테인먼트,2021-07-21,장편,기타,91,23552070,2519,범죄,15세관람가,독립/예술영화,2021,7,여름
4050,우키시마호,김진홍,(주)영화사메이플러스,2019-09-19,장편,한국,65,20838940,2508,다큐멘터리,전체관람가,독립/예술영화,2019,9,가을
4051,캐리비안 해적과 마법 다이아몬드,라스무스 A. 실버르센,(주)제이앤씨미디어그룹,2020-08-26,장편,기타,138,19680980,2507,애니메이션,전체관람가,일반영화,2020,8,여름
4052,인퍼머스,기타,(주)디스테이션,2020-11-11,장편,미국,135,23058650,2499,범죄,청소년관람불가,독립/예술영화,2020,11,가을
4053,열혈형사,윤여창,(주)제이앤씨미디어그룹,2020-06-18,장편,한국,121,20539960,2492,코미디,12세관람가,일반영화,2020,6,여름
4054,숏버스 이별행,김세희,언더식스티,2021-07-22,장편,한국,53,21261000,2455,코미디,15세관람가,독립/예술영화,2021,7,여름
4055,그리드,마이클 윈터바텀,와이드 릴리즈(주),2020-10-15,장편,영국,66,21409500,2411,코미디,15세관람가,독립/예술영화,2020,10,가을
4056,호박과 마요네즈,토미나가 마사노리,(주)디스테이션,2018-09-13,장편,일본,55,20060750,2406,멜로/로맨스,15세관람가,독립/예술영화,2018,9,가을
4057,제이티 르로이,기타,(주)영화사 빅,2021-01-21,장편,미국,93,18703700,2404,드라마,15세관람가,독립/예술영화,2021,1,겨울
4058,별나라 몰리 몬스터,마티아스 브런,(주)영화사 빅,2018-11-29,장편,독일,63,17796300,2395,애니메이션,전체관람가,독립/예술영화,2018,11,가을
4059,아기와 나,손태겸,CGV아트하우스,2017-11-23,장편,한국,62,17949800,2356,드라마,15세관람가,독립/예술영화,2017,11,가을
4060,나를 구하지 마세요,정연경,(주)리틀빅픽쳐스,2020-09-10,장편,한국,79,20403800,2334,드라마,12세관람가,독립/예술영화,2020,9,가을
4061,그 누구도 아닌,아르노 데 팔리에르,그린나래미디어(주),2020-03-26,장편,프랑스,74,19051000,2319,드라마,15세관람가,독립/예술영화,2020,3,봄
4062,얼론,조니 마틴,(주)영화사 안다미로,2020-11-18,장편,미국,189,19474290,2294,액션,15세관람가,독립/예술영화,2020,11,가을
4063,나만 보이니,임용재,(주)디스테이션,2021-07-21,장편,한국,84,20393410,2289,공포(호러),15세관람가,일반영화,2021,7,여름
4064,마터스,마이클 고츠,(주)디스테이션,2016-10-20,장편,미국,73,18720500,2287,공포(호러),청소년관람불가,독립/예술영화,2016,10,가을
4065,피원에이치 : 새로운 세계의 시작,창,롯데컬처웍스(주)롯데엔터테인먼트,2020-10-08,장편,한국,87,21109200,2284,드라마,15세관람가,일반영화,2020,10,가을
4066,버든: 세상을 바꾸는 힘,앤드류 헤클러,(주)제이앤씨미디어그룹,2020-11-25,장편,미국,82,18780570,2281,드라마,15세관람가,독립/예술영화,2020,11,가을
4067,라이어트: 기계들의 역습,기타,(주)노바이앤티,2020-12-23,장편,미국,52,11950900,2278,SF,15세관람가,일반영화,2020,12,겨울
4068,나인스 게이트: 아홉 번째 살인,니콜라이 콤메리키,(주)제이앤씨미디어그룹,2020-11-04,장편,기타,93,19943650,2235,어드벤처,15세관람가,일반영화,2020,11,가을
4069,핀란드 메탈밴드,기타,(주)드림팩트엔터테인먼트,2020-04-09,장편,기타,59,18022180,2227,코미디,15세관람가,독립/예술영화,2020,4,봄
4070,보이콰이어,프랑소아 지라드,THE 픽쳐스,2020-05-14,장편,미국,74,18509080,2220,드라마,전체관람가,독립/예술영화,2020,5,봄
4071,펭귄-위대한 모험 2,뤽 자케,윤스,2018-03-01,장편,프랑스,70,17254300,2215,다큐멘터리,전체관람가,독립/예술영화,2018,3,봄
4072,첫키스만 50번째,후쿠다 유이치,(주)영화사 그램,2020-03-26,장편,일본,117,18336560,2212,코미디,12세관람가,독립/예술영화,2020,3,봄
4073,반딧불이 딘딘과 용감한 곤충 탐험대,등위봉,(주)씨네필운,2021-03-25,장편,중국,99,18642040,2202,애니메이션,전체관람가,독립/예술영화,2021,3,봄
4074,실크 로드,기타,(주)디스테이션,2021-06-09,장편,미국,106,18393710,2196,범죄,15세관람가,일반영화,2021,6,여름
4075,모든 것을 벗어던진 특별한 여행,기타,주식회사 블루필름웍스,2020-07-29,장편,기타,51,17677660,2188,코미디,15세관람가,독립/예술영화,2020,7,여름
4076,치어 댄스,카와이 하야토,와이드 릴리즈(주),2017-09-21,장편,일본,64,16060500,2186,코미디,전체관람가,독립/예술영화,2017,9,가을
4077,뷰티풀 보이스,김선웅,(주)스톰픽쳐스코리아,2019-05-22,장편,한국,67,19487900,2167,코미디,전체관람가,독립/예술영화,2019,5,봄
4078,도리안 그레이,올리버 파커,(주)영화사 빅,2013-05-30,장편,영국,53,14780500,2153,드라마,청소년관람불가,일반영화,2013,5,봄
4079,시칠리아 햇빛아래,린 유쉰,(주)드림팩트엔터테인먼트,2017-06-28,장편,기타,63,15523900,2139,멜로/로맨스,12세관람가,독립/예술영화,2017,6,여름
4080,강남좀비,이수성,와이드 릴리즈(주),2023-01-05,장편,한국,51,21215695,2096,드라마,15세관람가,일반영화,2023,1,겨울
4081,에덴 : 동물원 사수 대작전,오쿠보 도미히코,(주)팝엔터테인먼트,2015-09-03,장편,일본,55,14451600,2093,애니메이션,전체관람가,일반영화,2015,9,가을
4082,크리미널 게임: 보석 사기단,제임스 오클레이,와이드 릴리즈(주),2019-01-23,장편,기타,92,16964760,2065,범죄,청소년관람불가,독립/예술영화,2019,1,겨울
4083,브레이븐,린 오딩,글뫼 주식회사,2018-09-13,장편,기타,56,16147600,2063,액션,15세관람가,독립/예술영화,2018,9,가을
4084,인피니티 포스 : 독수리오형제 최후의 심판,마츠모토 준,와이드 릴리즈(주),2018-10-18,장편,일본,124,15653800,2059,애니메이션,전체관람가,일반영화,2018,10,가을
4085,뮤지엄,오오토모 케이시,주식회사 더쿱,2017-05-18,장편,일본,65,16312000,2056,범죄,청소년관람불가,독립/예술영화,2017,5,봄
4086,졸트,타니아 웩슬러,(주)제이앤씨미디어그룹,2021-10-14,장편,미국,83,17813740,2056,액션,15세관람가,일반영화,2021,10,가을
4087,극장판 시티헌터: 신주쿠 프라이빗 아이즈,코다마 켄지,(주)팬엔터테인먼트,2020-06-18,장편,일본,64,14319000,2052,애니메이션,12세관람가,독립/예술영화,2020,6,여름
4088,헬 페스트,그레고리 플로킨,(주)삼백상회,2018-12-13,장편,미국,82,16378800,2047,공포(호러),15세관람가,일반영화,2018,12,겨울
4089,초이스,로스 캐츠,(주)박수엔터테인먼트,2018-11-08,장편,미국,62,17280100,2046,멜로/로맨스,12세관람가,독립/예술영화,2018,11,가을
4090,파라다이스 힐스,앨리스 웨딩턴,(주)올스타엔터테인먼트,2020-03-19,장편,기타,109,17855200,2046,판타지,12세관람가,독립/예술영화,2020,3,봄
4091,기도의 힘,알렉스 켄드릭,주식회사 더쿱,2020-04-09,장편,미국,69,16193200,2042,드라마,12세관람가,독립/예술영화,2020,4,봄
4092,그리스도 디 오리진,기타,(주)까멜리아이엔티,2022-04-14,장편,기타,71,18872800,2035,드라마,12세관람가,독립/예술영화,2022,4,봄
4093,태백권,최상훈,(주)드림팩트엔터테인먼트,2020-08-20,장편,한국,62,14307800,2018,코미디,15세관람가,일반영화,2020,8,여름
4094,습도 다소 높음,고봉수,(주)스튜디오디에이치엘,2021-09-01,장편,한국,51,19838760,2005,코미디,15세관람가,독립/예술영화,2021,9,가을
4095,땡큐 포 유어 서비스,제이슨 홀,(주)씨제이이엔엠,2017-12-07,장편,미국,72,14249000,1965,드라마,15세관람가,일반영화,2017,12,겨울
4096,행복의 단추를 채우는 완벽한 방법,칼 헌터,찬란,2020-04-02,장편,영국,55,16250120,1955,코미디,12세관람가,독립/예술영화,2020,4,봄
4097,핸즈 오브 스톤,조나단 자쿠보위즈,(주)이수C&E,2016-12-08,장편,미국,69,14047000,1876,드라마,15세관람가,독립/예술영화,2016,12,겨울
4098,프린세스 에미: 마법 책의 비밀,피엣 드 라이커,(주)박수엔터테인먼트,2020-11-26,장편,독일,133,14555780,1871,애니메이션,전체관람가,일반영화,2020,11,가을
4099,우리는 썰매를 탄다,김경만,(주)콘텐츠지오,2018-03-07,장편,한국,58,13450900,1863,다큐멘터리,전체관람가,독립/예술영화,2018,3,봄
4100,행맨,조니 마틴,(주)박수엔터테인먼트,2019-01-23,장편,미국,63,14972890,1860,미스터리,15세관람가,일반영화,2019,1,겨울
4101,개에게 처음 이름을 지어준 날,야마다 아카네,(주)퍼스트런,2017-04-06,장편,일본,53,13226000,1828,드라마,전체관람가,독립/예술영화,2017,4,봄
4102,위시업,스콧 스피어,(주)영화사 그램,2018-12-13,장편,미국,61,14607550,1828,뮤지컬,15세관람가,일반영화,2018,12,겨울
4103,키퍼스,기타,(주)이놀미디어,2021-05-12,장편,영국,97,16431340,1784,미스터리,15세관람가,독립/예술영화,2021,5,봄
